ITEM;ESCUELA;MESA;ACOPIO;VERIFICADO;USB;OBSERVADAS
1;IEI 12 INICIAL;040700;1;SI;SI;NO
2;IEI 12 INICIAL;040701;1;SI;SI;NO
3;IEI 12 INICIAL;040702;1;SI;SI;NO
4;IEI 12 INICIAL;40703;1;SI;SI;NO
5;IEI 12 INICIAL;40704;1;SI;SI;NO
6;IE 2005;40705;2;SI;NO;NO
7;IE 2005;40706;2;SI;SI;NO
8;IE 2005;40707;2;SI;SI;NO
9;IE 2005;40708;2;SI;SI;NO
10;IE 2005;40709;2;SI;SI;NO
11;IE 2005;40710;2;SI;SI;NO
12;IE 2005;40711;2;SI;SI;NO
13;IE 2005;40712;2;SI;SI;NO
14;IE 2005;40713;2;SI;SI;NO
15;IE 2005;40714;2;SI;SI;NO
16;IE 2030;40715;3;SI;SI;NO
17;IE 2030;40716;3;SI;SI;NO
18;IE 2030;40717;3;SI;SI;NO
19;IE 2030;40718;3;SI;SI;NO
20;IE 2030;40719;3;SI;SI;NO
21;IE 2030;40720;3;SI;SI;NO
22;IE 2033 NUESTRA SEÑORA DE FATIMA;40721;4;SI;SI;NO
23;IE 2033 NUESTRA SEÑORA DE FATIMA;40722;4;SI;SI;NO
24;IE 2033 NUESTRA SEÑORA DE FATIMA;40723;4;SI;SI;NO
25;IE 2033 NUESTRA SEÑORA DE FATIMA;40724;4;SI;SI;NO
26;IE 2033 NUESTRA SEÑORA DE FATIMA;40725;4;SI;SI;NO
27;IE 2033 NUESTRA SEÑORA DE FATIMA;40726;4;SI;SI;NO
28;IE 2033 NUESTRA SEÑORA DE FATIMA;40727;4;SI;SI;NO
29;IE 2035 FERNANDO BELAUNDE TERRY;40728;5;SI;SI;NO
30;IE 2035 FERNANDO BELAUNDE TERRY;40729;5;SI;SI;NO
31;IE 2035 FERNANDO BELAUNDE TERRY;40730;5;SI;SI;NO
32;IE 2035 FERNANDO BELAUNDE TERRY;40731;5;SI;SI;NO
33;IE 2035 FERNANDO BELAUNDE TERRY;40732;5;SI;SI;NO
34;IE 2042 FRAY MARTIN DE PORRES;40733;6;SI;SI;NO
35;IE 2042 FRAY MARTIN DE PORRES;40734;6;SI;SI;NO
36;IE 2042 FRAY MARTIN DE PORRES;40735;6;SI;SI;NO
37;IE 2042 FRAY MARTIN DE PORRES;40736;6;SI;SI;NO
38;IE 2042 FRAY MARTIN DE PORRES;40737;6;SI;SI;NO
39;IE 2042 FRAY MARTIN DE PORRES;40738;6;SI;SI;NO
40;IE 2042 FRAY MARTIN DE PORRES;40739;6;SI;SI;NO
41;IE 2043 SANGARARA;40740;7;SI;SI;NO
42;IE 2043 SANGARARA;40741;7;SI;SI;NO
43;IE 2043 SANGARARA;40742;7;SI;SI;NO
44;IE 2043 SANGARARA;40743;7;SI;SI;NO
45;IE 2043 SANGARARA;40744;7;SI;SI;NO
46;IE 2043 SANGARARA;40745;7;SI;SI;NO
47;IE 2043 SANGARARA;40746;7;SI;SI;NO
48;IE 2043 SANGARARA;40747;7;SI;SI;NO
49;IE 2047;40748;8;SI;SI;NO
50;IE 2047;40749;8;SI;NO;NO
51;IE 2047;40750;8;SI;SI;NO
52;IE 2047;40751;8;SI;SI;NO
53;IE 2047;40752;8;SI;SI;NO
54;IE 2047;40753;8;SI;SI;NO
55;IE 2047;40754;8;SI;SI;NO
56;IE 2047;40755;8;SI;SI;NO
57;IE 2047;40756;8;SI;SI;NO
58;IE 2072 LEV SEMIONOVICH VIGOTSKI;40757;9;SI;SI;NO
59;IE 2072 LEV SEMIONOVICH VIGOTSKI;40758;9;SI;SI;NO
60;IE 2072 LEV SEMIONOVICH VIGOTSKI;40759;9;SI;SI;NO
61;IE 2072 LEV SEMIONOVICH VIGOTSKI;40760;9;SI;SI;NO
62;IE 2072 LEV SEMIONOVICH VIGOTSKI;40761;9;SI;SI;NO
63;IE 2072 LEV SEMIONOVICH VIGOTSKI;40762;9;SI;SI;NO
64;IE 2072 LEV SEMIONOVICH VIGOTSKI;40763;9;SI;SI;NO
65;IE 3076 SANTA ROSA;40764;10;SI;SI;NO
66;IE 3076 SANTA ROSA;40765;10;SI;SI;NO
67;IE 3076 SANTA ROSA;40766;10;SI;SI;NO
68;IE 3076 SANTA ROSA;40767;10;SI;SI;NO
69;IE 3076 SANTA ROSA;40768;10;SI;SI;NO
70;IE 3076 SANTA ROSA;40769;10;SI;SI;NO
71;IE 3076 SANTA ROSA;40770;10;SI;SI;NO
72;IE 3076 SANTA ROSA;40771;10;SI;SI;NO
73;IE 3076 SANTA ROSA;40772;10;SI;SI;NO
74;IE 3076 SANTA ROSA;40773;10;SI;SI;NO
75;IE 3076 SANTA ROSA;40774;10;SI;SI;NO
76;IE 3076 SANTA ROSA;40775;10;SI;SI;NO
77;IE 3076 SANTA ROSA;40776;10;SI;SI;NO
78;IE 3076 SANTA ROSA;40777;10;SI;SI;NO
79;IE 3076 SANTA ROSA;40778;10;SI;SI;NO
80;IE 3076 SANTA ROSA;40779;10;SI;NO;NO
81;IE 3076 SANTA ROSA;40780;10;SI;SI;NO
82;IE 3076 SANTA ROSA;40781;10;SI;SI;NO
83;IE 3076 SANTA ROSA;40782;10;SI;SI;NO
84;IE 3076 SANTA ROSA;40783;10;SI;SI;NO
85;IE 3076 SANTA ROSA;40784;10;SI;SI;NO
86;IE 3076 SANTA ROSA;40785;10;SI;SI;NO
87;IE 326 MARIA MONTESSORI;40786;11;SI;SI;NO
88;IE 326 MARIA MONTESSORI;40787;11;SI;SI;NO
89;IE 326 MARIA MONTESSORI;40788;11;SI;SI;NO
90;IE 326 MARIA MONTESSORI;40789;11;SI;SI;NO
91;IEI 371;40790;12;SI;SI;NO
92;IEI 371;40791;12;SI;SI;SI
93;IEI 371;40792;12;SI;SI;NO
94;IEI 371;40793;12;SI;SI;NO
95;IE 8156 PERUANO ALEMAN;40794;13;SI;SI;NO
96;IE 8156 PERUANO ALEMAN;40795;13;SI;SI;NO
97;IE 8156 PERUANO ALEMAN;40796;13;SI;SI;NO
98;IE 8156 PERUANO ALEMAN;40797;13;SI;SI;NO
99;IE 8156 PERUANO ALEMAN;40798;13;SI;SI;SI
100;IE 8156 PERUANO ALEMAN;40799;13;SI;SI;NO
101;IE 8186 MARIA JESUS ESPINOZA MATOS;40800;14;SI;SI;NO
102;IE 8186 MARIA JESUS ESPINOZA MATOS;40801;14;SI;SI;NO
103;IE 8186 MARIA JESUS ESPINOZA MATOS;40802;14;SI;SI;NO
104;IE 8186 MARIA JESUS ESPINOZA MATOS;40803;14;SI;SI;NO
105;IE 8186 MARIA JESUS ESPINOZA MATOS;40804;14;SI;SI;NO
106;IE 8186 MARIA JESUS ESPINOZA MATOS;40805;14;SI;SI;NO
107;IE 8186 MARIA JESUS ESPINOZA MATOS;40806;14;SI;SI;NO
108;IE 8186 MARIA JESUS ESPINOZA MATOS;40807;14;SI;SI;NO
109;IEI 861;40808;15;SI;SI;NO
110;IEI 861;40809;15;SI;SI;NO
111;IEI 861;40810;15;SI;SI;NO
112;IEP BAUTISTA FILADELFIA;40815;16;SI;SI;NO
113;IEP BAUTISTA FILADELFIA;40816;16;SI;SI;NO
114;IEP BAUTISTA FILADELFIA;40817;16;SI;SI;NO
115;IEP BAUTISTA FILADELFIA;40818;16;SI;SI;NO
116;IEP BAUTISTA FILADELFIA;40819;16;SI;SI;SI
117;IEP BAUTISTA FILADELFIA;40820;16;SI;SI;NO
118;IEP BAUTISTA FILADELFIA;40821;16;SI;SI;NO
119;IEP BAUTISTA FILADELFIA;40822;16;SI;SI;NO
120;IEP BAUTISTA FILADELFIA;40823;16;SI;SI;NO
121;IEP BAUTISTA FILADELFIA;40824;16;SI;SI;NO
122;IEP BAUTISTA FILADELFIA;40825;16;SI;SI;NO
123;IEP BAUTISTA FILADELFIA;40826;16;SI;SI;NO
124;IEP BAUTISTA FILADELFIA;40827;16;SI;SI;NO
125;IEP BAUTISTA FILADELFIA;40828;16;SI;SI;NO
126;IEP DIVINA MISERICORDIA;40829;17;SI;NO;SI
127;IEP DIVINA MISERICORDIA;40830;17;SI;SI;NO
128;IEP DIVINA MISERICORDIA;40831;17;SI;SI;NO
129;IEP DIVINA MISERICORDIA;40832;17;SI;SI;NO
130;IEP DIVINA MISERICORDIA;40833;17;SI;SI;NO
131;IEP DIVINA MISERICORDIA;40834;17;NO;SI;NO
132;IEP DIVINA MISERICORDIA;40835;17;SI;NO;NO
133;IEP DIVINA MISERICORDIA;40836;17;SI;NO;SI
134;IEP DIVINA MISERICORDIA;40837;17;SI;SI;NO
135;IEP DIVINA MISERICORDIA;40838;17;SI;SI;NO
136;IEP DIVINA MISERICORDIA;40839;17;SI;SI;NO
137;IEP DIVINA MISERICORDIA;40840;17;SI;SI;NO
138;IEP DIVINA MISERICORDIA;40841;17;SI;SI;NO
139;IEP DIVINA MISERICORDIA;40842;17;SI;SI;NO
140;IEP DIVINA MISERICORDIA;40843;17;SI;SI;NO
141;IEP DIVINA MISERICORDIA;40844;17;SI;SI;NO
142;IEP DIVINA MISERICORDIA;40845;17;SI;SI;NO
143;IEP DIVINA MISERICORDIA;40846;17;SI;SI;NO
144;IEP MARCELINO CHAMPAGNAT;40847;18;SI;SI;NO
145;IEP MARCELINO CHAMPAGNAT;40848;18;SI;SI;NO
146;IEP MARCELINO CHAMPAGNAT;40849;18;SI;SI;NO
147;IEP MARCELINO CHAMPAGNAT;40850;18;SI;SI;NO
148;IEP MARCELINO CHAMPAGNAT;40851;18;SI;SI;NO
149;IEP MARCELINO CHAMPAGNAT;40852;18;SI;SI;NO
150;IEP MARIA GORETTI;40853;19;SI;SI;NO
151;IEP MARIA GORETTI;40854;19;SI;SI;NO
152;IEP MARIA GORETTI;40855;19;SI;SI;NO
153;IEP MARIA GORETTI;40856;19;SI;SI;NO
154;IEP MARIA GORETTI;40857;19;SI;SI;NO
155;IEP MARIA GORETTI;40858;19;SI;SI;NO
156;IEP MARIA GORETTI;40859;19;SI;SI;NO
157;IEP MARIA GORETTI;40860;19;SI;SI;NO
158;IEP MARIA GORETTI;40861;19;SI;SI;NO
159;IEP MARIA GORETTI;40862;19;SI;SI;NO
160;IEP MARIA GORETTI;40863;19;SI;SI;NO
161;IEP MARIA GORETTI;40864;19;SI;SI;NO
162;IEP MARIA GORETTI;40865;19;SI;SI;SI
163;IEP MI SEGUNDO HOGAR JIREH;40866;20;SI;SI;NO
164;IEP MI SEGUNDO HOGAR JIREH;40867;20;SI;SI;NO
165;IEP MI SEGUNDO HOGAR JIREH;40868;20;SI;SI;NO
166;IEP MI SEGUNDO HOGAR JIREH;40869;20;SI;SI;NO
167;IEP TECHNOLOGY SCHOOLS - RETABLO;40870;21;SI;SI;NO
168;IEP TECHNOLOGY SCHOOLS - RETABLO;40871;21;SI;SI;NO
169;IEP TECHNOLOGY SCHOOLS - RETABLO;40872;21;SI;SI;NO
170;IEP TECHNOLOGY SCHOOLS - RETABLO;40873;21;SI;SI;NO
171;IEP TECHNOLOGY SCHOOLS - RETABLO;40874;21;SI;NO;NO
172;IEP TECHNOLOGY SCHOOLS - RETABLO;40875;21;SI;NO;NO
173;IEP TECHNOLOGY SCHOOLS - RETABLO;40876;21;SI;SI;NO
174;IEP TECHNOLOGY SCHOOLS - RETABLO;40877;21;SI;SI;NO
175;IEP TECHNOLOGY SCHOOLS - RETABLO;40878;21;SI;SI;NO
176;IEP TECHNOLOGY SCHOOLS - RETABLO;40879;21;SI;SI;NO
177;IEP TECHNOLOGY SCHOOLS - RETABLO;40880;21;SI;SI;NO
178;IEP TECHNOLOGY SCHOOLS - RETABLO;40881;21;SI;SI;NO
179;IEP TECHNOLOGY SCHOOLS - RETABLO;40882;21;SI;SI;SI
180;IEP TECHNOLOGY SCHOOLS - RETABLO;40883;21;SI;SI;NO
181;IEP TECHNOLOGY SCHOOLS - RETABLO;40884;21;SI;SI;NO
182;IEP TECHNOLOGY SCHOOLS - RETABLO;40885;21;SI;SI;NO
183;IEP TECHNOLOGY SCHOOLS - RETABLO;40886;21;SI;SI;SI
184;IEP TECHNOLOGY SCHOOLS - RETABLO;40887;21;SI;SI;NO
185;IEP TECHNOLOGY SCHOOLS - RETABLO;40888;21;SI;SI;NO
186;IEP TECHNOLOGY SCHOOLS - RETABLO;40889;21;SI;SI;NO
187;IEP TECHNOLOGY SCHOOLS - RETABLO;40890;21;SI;SI;NO
188;IEP TECHNOLOGY SCHOOLS - RETABLO;40891;21;SI;SI;NO
189;IEP TECHNOLOGY SCHOOLS - RETABLO;40892;21;SI;SI;NO
190;IEP TECHNOLOGY SCHOOLS - RETABLO;40893;21;SI;SI;NO
191;IEP TECHNOLOGY SCHOOLS - RETABLO;40894;21;SI;SI;NO
192;IEP TECHNOLOGY SCHOOLS - RETABLO;40895;21;SI;SI;NO
193;IEP TECHNOLOGY SCHOOLS - RETABLO;40896;21;SI;SI;NO
194;IEP TECHNOLOGY SCHOOLS - RETABLO;40897;21;SI;SI;NO
195;IEP TECHNOLOGY SCHOOLS - RETABLO;40898;21;SI;NO;NO
196;IEP TECHNOLOGY SCHOOLS - RETABLO;40899;21;SI;SI;NO
197;IEP TECHNOLOGY SCHOOLS - RETABLO;40900;21;SI;SI;NO
198;IEP TECHNOLOGY SCHOOLS - RETABLO;40901;21;SI;SI;NO
199;IE LA ALBORADA FRANCESA;40902;22;SI;SI;NO
200;IE LA ALBORADA FRANCESA;40903;22;SI;SI;NO
201;IE LA ALBORADA FRANCESA;40904;22;SI;SI;NO
202;IE LA ALBORADA FRANCESA;40905;22;SI;SI;NO
203;IE LA ALBORADA FRANCESA;40906;22;SI;SI;NO
204;IE LA ALBORADA FRANCESA;40907;22;NO;SI;NO
205;IE LA ALBORADA FRANCESA;40908;22;SI;SI;NO
206;IE LA ALBORADA FRANCESA;40909;22;NO;SI;NO
207;IE LIBERTAD;40910;23;SI;SI;NO
208;IE LIBERTAD;40911;23;SI;SI;NO
209;IE LIBERTAD;40912;23;SI;SI;NO
210;IE LIBERTAD;40913;23;SI;SI;NO
211;IE LIBERTAD;40914;23;SI;SI;NO
212;IE LIBERTAD;40915;23;SI;SI;NO
213;IE LIBERTAD;40916;23;SI;SI;NO
214;IE LIBERTAD;40917;23;SI;SI;NO
215;IE LIBERTAD;40918;23;SI;SI;NO
216;IE LIBERTAD;40919;23;SI;SI;NO
217;IE LIBERTAD;40920;23;SI;SI;NO
218;IE LIBERTAD;40921;23;SI;SI;NO
219;IE LIBERTAD;40922;23;SI;SI;NO
220;IE LIBERTAD;40923;23;SI;SI;NO
221;IE LIBERTAD;40924;23;SI;SI;NO
222;IE LIBERTAD;40925;23;SI;SI;NO
223;IE LIBERTAD;40926;23;SI;SI;NO
224;IE LIBERTAD;40927;23;SI;SI;NO
225;IE LIBERTAD;40928;23;SI;SI;NO
226;IE LIBERTAD;40929;23;SI;SI;NO
227;IE LIBERTAD;40930;23;SI;SI;NO
228;IE LIBERTAD;40931;23;SI;SI;NO
229;CEBE LOS VIÑEDOS;40932;24;SI;SI;NO
230;CEBE LOS VIÑEDOS;40933;24;SI;SI;NO
231;CEBE LOS VIÑEDOS;40934;24;SI;SI;NO
232;CEBE LOS VIÑEDOS;40935;24;SI;SI;NO
233;CEBE LOS VIÑEDOS;40936;24;SI;SI;NO
234;CEBE LOS VIÑEDOS;40937;24;SI;SI;NO
235;CEBE LOS VIÑEDOS;40938;24;SI;SI;NO
236;CEBE LOS VIÑEDOS;40939;24;SI;SI;NO
237;IEI LUIS ENRIQUE XVII;40940;25;SI;SI;NO
238;IEI LUIS ENRIQUE XVII;40941;25;SI;SI;NO
239;IEI LUIS ENRIQUE XVII;40942;25;SI;SI;NO
240;IEI LUIS ENRIQUE XVII;40943;25;SI;SI;NO
241;IEI LA PASCANA;40944;26;SI;SI;NO
242;IEI LA PASCANA;40945;26;SI;SI;NO
243;IEI LA PASCANA;40946;26;SI;SI;NO
244;IEI LA PASCANA;40947;26;SI;SI;NO
245;IEI LA PASCANA;40948;26;SI;SI;NO
246;IEI LA PASCANA;40949;26;SI;SI;NO
247;IEI LA PASCANA;40950;26;SI;SI;NO
248;IEP ANGELITOS DE SANTA MARIA;40951;27;SI;SI;NO
249;IEP ANGELITOS DE SANTA MARIA;40952;27;SI;SI;NO
250;IEP ANGELITOS DE SANTA MARIA;40953;27;SI;SI;NO
251;IEP ANGELITOS DE SANTA MARIA;40954;27;SI;SI;NO
252;IEP ANGELITOS DE SANTA MARIA;40955;27;SI;SI;NO
253;IEP ANGELITOS DE SANTA MARIA;40956;27;SI;SI;NO
254;IEP ANGELITOS DE SANTA MARIA;40957;27;SI;SI;NO
255;IEP ANGELITOS DE SANTA MARIA;40958;27;SI;SI;NO
256;IEP ANGELITOS DE SANTA MARIA;40959;27;SI;SI;NO
257;IEP HOWARD GARDNER;40960;28;SI;SI;NO
258;IEP HOWARD GARDNER;40961;28;SI;SI;NO
259;IEP HOWARD GARDNER;40962;28;SI;SI;NO
260;IEP GENES 2;40963;29;SI;NO;NO
261;IEP GENES 2;40964;29;SI;NO;NO
262;IEP GENES 2;40965;29;SI;NO;NO
263;IEP GENES 2;40966;29;SI;NO;NO
264;IEP GENES 2;40967;29;SI;NO;NO
265;IEP GENES 2;40968;29;SI;NO;NO
266;IEP GENES 2;40969;29;SI;NO;NO
267;IEP GENES 2;40970;29;SI;NO;NO
268;IEP GENES 2;40971;29;SI;NO;NO
269;IEP GENES PRIMAVERA;40972;30;SI;SI;NO
270;IEP GENES PRIMAVERA;40973;30;SI;SI;NO
271;IEP GENES PRIMAVERA;40974;30;SI;SI;NO
272;IEP GENES PRIMAVERA;40975;30;SI;SI;NO
273;IEP AL GORE;40976;31;SI;SI;NO
274;IEP AL GORE;40977;31;SI;SI;NO
275;IEP AL GORE;40978;31;SI;SI;NO
276;IEP AL GORE;40979;31;SI;NO;NO
277;IEP AL GORE;40980;31;SI;SI;NO
278;IEP AL GORE;40981;31;SI;SI;NO
279;IEP AL GORE;40982;31;SI;NO;NO
280;IEP AL GORE;40983;31;SI;SI;NO
281;IEP RENE DESCARTES;40984;32;SI;SI;NO
282;IEP RENE DESCARTES;40985;32;SI;SI;NO
283;IEP RENE DESCARTES;40986;32;SI;SI;NO
284;IEP RENE DESCARTES;40987;32;SI;SI;NO
285;IEP RENE DESCARTES;40988;32;SI;SI;NO
286;IEP RENE DESCARTES;40989;32;SI;SI;NO
287;IEP RENE DESCARTES;40990;32;SI;SI;NO
288;IEP SANTA MARIA DE JESUS;39993;33;SI;SI;NO
289;IEP SANTA MARIA DE JESUS;39994;33;SI;SI;NO
290;IEP SANTA MARIA DE JESUS;39995;33;SI;SI;NO
291;IEP SANTA MARIA DE JESUS;39996;33;SI;SI;NO
292;IE 2007 SAN MARTIN DE PORRES;39997;34;SI;SI;NO
293;IE 2007 SAN MARTIN DE PORRES;39998;34;SI;SI;NO
294;IE 2007 SAN MARTIN DE PORRES;39999;34;NO;SI;NO
295;IE 2007 SAN MARTIN DE PORRES;40000;34;SI;SI;NO
296;IE 2007 SAN MARTIN DE PORRES;40001;34;SI;SI;NO
297;IE 2007 SAN MARTIN DE PORRES;40002;34;SI;SI;SI
298;IE 2016 FRANCISCO BOLOGNESI;40003;35;SI;SI;NO
299;IE 2016 FRANCISCO BOLOGNESI;40004;35;SI;SI;NO
300;IE 2016 FRANCISCO BOLOGNESI;40005;35;SI;SI;NO
301;IE 2016 FRANCISCO BOLOGNESI;40006;35;SI;SI;NO
302;IE 2016 FRANCISCO BOLOGNESI;40007;35;SI;SI;NO
303;IE 2020 MAESTRO JOSE ANTONCIO ENCINAS;40008;36;SI;SI;NO
304;IE 2020 MAESTRO JOSE ANTONCIO ENCINAS;40009;36;SI;SI;NO
305;IE 2020 MAESTRO JOSE ANTONCIO ENCINAS;40010;36;SI;SI;NO
306;IE 2020 MAESTRO JOSE ANTONCIO ENCINAS;40011;36;SI;SI;NO
307;IE 2020 MAESTRO JOSE ANTONCIO ENCINAS;40012;36;SI;SI;NO
308;IE 2020 MAESTRO JOSE ANTONCIO ENCINAS;40013;36;SI;SI;NO
309;IE 2020 MAESTRO JOSE ANTONCIO ENCINAS;40014;36;SI;SI;NO
310;IE 2022 SINCHI ROCA;40015;37;SI;SI;NO
311;IE 2022 SINCHI ROCA;40016;37;SI;SI;NO
312;IE 2022 SINCHI ROCA;40017;37;SI;SI;NO
313;IE 2022 SINCHI ROCA;40018;37;SI;SI;NO
314;IE 2022 SINCHI ROCA;40019;37;SI;SI;NO
315;IE 2022 SINCHI ROCA;40020;37;SI;SI;NO
316;IE 2022 SINCHI ROCA;40021;37;SI;SI;NO
317;IE 2022 SINCHI ROCA;40022;37;SI;SI;NO
318;IE 2022 SINCHI ROCA;40023;37;SI;SI;NO
319;IE 2022 SINCHI ROCA;40024;37;SI;SI;NO
320;IE 2022 SINCHI ROCA;40025;37;SI;SI;NO
321;IE 2022 SINCHI ROCA;40026;37;SI;SI;NO
322;IE 2022 SINCHI ROCA;40027;37;SI;SI;NO
323;IE 2022 SINCHI ROCA;40028;37;SI;SI;NO
324;IE 2022 SINCHI ROCA;40029;37;SI;SI;NO
325;IE 2022 SINCHI ROCA;40030;37;SI;SI;SI
326;IE 2022 SINCHI ROCA;40031;37;SI;SI;NO
327;IE 2022 SINCHI ROCA;40032;37;SI;SI;NO
328;IE 2022 SINCHI ROCA;40033;37;SI;SI;NO
329;IE 2022 SINCHI ROCA;40034;37;SI;SI;NO
330;IE 2022 SINCHI ROCA;40035;37;SI;SI;NO
331;IE 2040 REPUBLICA DE CUBA;40036;38;SI;SI;NO
332;IE 2040 REPUBLICA DE CUBA;40037;38;SI;SI;NO
333;IE 2040 REPUBLICA DE CUBA;40038;38;SI;SI;SI
334;IE 2040 REPUBLICA DE CUBA;40039;38;SI;SI;NO
335;IE 2040 REPUBLICA DE CUBA;40040;38;SI;SI;NO
336;IE 2040 REPUBLICA DE CUBA;40041;38;SI;SI;SI
337;IE 2040 REPUBLICA DE CUBA;40042;38;SI;SI;NO
338;IE 2040 REPUBLICA DE CUBA;40043;38;SI;SI;NO
339;IE 2040 REPUBLICA DE CUBA;40044;38;SI;SI;NO
340;IE 2040 REPUBLICA DE CUBA;40045;38;SI;SI;NO
341;IE 2040 REPUBLICA DE CUBA;40046;38;SI;SI;NO
342;IE 2040 REPUBLICA DE CUBA;40047;38;SI;SI;NO
343;IE 2040 REPUBLICA DE CUBA;40048;38;SI;SI;NO
344;IE 2040 REPUBLICA DE CUBA;40049;38;SI;SI;NO
345;IE 2040 REPUBLICA DE CUBA;40050;38;SI;SI;NO
346;IE 2040 REPUBLICA DE CUBA;40051;38;SI;SI;NO
347;IE 2040 REPUBLICA DE CUBA;40052;38;SI;SI;SI
348;IE 2040 REPUBLICA DE CUBA;40053;38;SI;SI;NO
349;IE 2040 REPUBLICA DE CUBA;40054;38;SI;SI;NO
350;IE 2040 REPUBLICA DE CUBA;40055;38;SI;SI;NO
351;IE 2040 REPUBLICA DE CUBA;40056;38;SI;SI;NO
352;IE 2040 REPUBLICA DE CUBA;40057;38;SI;SI;NO
353;IE 2040 REPUBLICA DE CUBA;40058;38;SI;SI;NO
354;IE 2040 REPUBLICA DE CUBA;40059;38;SI;SI;NO
355;IE 2040 REPUBLICA DE CUBA;40060;38;SI;SI;NO
356;IE 2040 REPUBLICA DE CUBA;40061;38;SI;SI;NO
357;IE 2040 REPUBLICA DE CUBA;40062;38;SI;SI;NO
358;IE 2040 REPUBLICA DE CUBA;40063;38;SI;SI;SI
359;IE 2048 JOSE CARLOS MARIATEGUI;40064;39;SI;SI;NO
360;IE 2048 JOSE CARLOS MARIATEGUI;40065;39;SI;SI;NO
361;IE 2048 JOSE CARLOS MARIATEGUI;40066;39;SI;SI;NO
362;IE 2048 JOSE CARLOS MARIATEGUI;40067;39;SI;SI;NO
363;IE 2048 JOSE CARLOS MARIATEGUI;40068;39;SI;SI;NO
364;IE 2048 JOSE CARLOS MARIATEGUI;40069;39;SI;SI;NO
365;IE 2048 JOSE CARLOS MARIATEGUI;40070;39;SI;SI;NO
366;IE 2048 JOSE CARLOS MARIATEGUI;40071;39;SI;SI;NO
367;IE 2048 JOSE CARLOS MARIATEGUI;40072;39;SI;SI;NO
368;IE 2048 JOSE CARLOS MARIATEGUI;40073;39;SI;SI;NO
369;IE 2048 JOSE CARLOS MARIATEGUI;40074;39;SI;SI;NO
370;IE 2048 JOSE CARLOS MARIATEGUI;40075;39;SI;SI;NO
371;IE 2048 JOSE CARLOS MARIATEGUI;40076;39;SI;SI;NO
372;IE 2048 JOSE CARLOS MARIATEGUI;40077;39;SI;SI;NO
373;IE 2048 JOSE CARLOS MARIATEGUI;40078;39;SI;SI;NO
374;IE 2048 JOSE CARLOS MARIATEGUI;40079;39;SI;SI;NO
375;IE 2048 JOSE CARLOS MARIATEGUI;40080;39;SI;SI;SI
376;IE 2048 JOSE CARLOS MARIATEGUI;40081;39;SI;SI;NO
377;IE 2048 JOSE CARLOS MARIATEGUI;40082;39;SI;SI;NO
378;IE 2048 JOSE CARLOS MARIATEGUI;40083;39;SI;SI;NO
379;IE 2048 JOSE CARLOS MARIATEGUI;40084;39;SI;SI;NO
380;IE 2048 JOSE CARLOS MARIATEGUI;40085;39;SI;SI;NO
381;IE 2048 JOSE CARLOS MARIATEGUI;40086;39;SI;SI;NO
382;IE 2048 JOSE CARLOS MARIATEGUI;40087;39;SI;SI;NO
383;IE 2048 JOSE CARLOS MARIATEGUI;40088;39;SI;SI;NO
384;IE 2048 JOSE CARLOS MARIATEGUI;40089;39;SI;SI;NO
385;IE 2048 JOSE CARLOS MARIATEGUI;40090;39;SI;SI;NO
386;IE 2048 JOSE CARLOS MARIATEGUI;40091;39;SI;SI;NO
387;IE 2048 JOSE CARLOS MARIATEGUI;40092;39;SI;SI;NO
