ITEM;ESCUELA;MESA;ACOPIO;VERIFICADO;USB;OBSERVADAS
388;IE 2059 SUECIA;40093;40;SI;SI;NO
389;IE 2059 SUECIA;40094;40;SI;SI;NO
390;IE 2059 SUECIA;40095;40;SI;SI;NO
391;IE 2059 SUECIA;40096;40;SI;SI;NO
392;IE 2059 SUECIA;40097;40;SI;SI;NO
393;IE 2059 SUECIA;40098;40;SI;SI;NO
394;IE 2059 SUECIA;40099;40;SI;SI;NO
395;IE 2059 SUECIA;40100;40;SI;SI;NO
396;IE 2059 SUECIA;40101;40;SI;NO;SI
397;IE 2059 SUECIA;40102;40;SI;SI;NO
398;IE 2059 SUECIA;40103;40;SI;SI;NO
399;IE 2059 SUECIA;40104;40;SI;SI;NO
400;IE 2059 SUECIA;40105;40;SI;SI;NO
401;IE 2059 SUECIA;40106;40;SI;SI;NO
402;IE 2059 SUECIA;40107;40;SI;SI;NO
403;IE 2059 SUECIA;40108;40;SI;SI;NO
404;IE 2059 SUECIA;40109;40;SI;SI;NO
405;IE 2059 SUECIA;40110;40;SI;SI;NO
406;IE 2059 SUECIA;40111;40;SI;SI;NO
407;IE 2077 SAN MARTIN DE PORRES;40112;41;SI;SI;NO
408;IE 2077 SAN MARTIN DE PORRES;40113;41;SI;SI;NO
409;IE 2077 SAN MARTIN DE PORRES;40114;41;SI;SI;NO
410;IE 2077 SAN MARTIN DE PORRES;40115;41;SI;SI;NO
411;IE 2077 SAN MARTIN DE PORRES;40116;41;SI;SI;NO
412;IE 2077 SAN MARTIN DE PORRES;40117;41;SI;SI;NO
413;IE 2077 SAN MARTIN DE PORRES;40118;41;SI;SI;NO
414;IE 2077 SAN MARTIN DE PORRES;40119;41;SI;SI;NO
415;IE 2077 SAN MARTIN DE PORRES;40120;41;SI;SI;NO
416;IE 2077 SAN MARTIN DE PORRES;40121;41;SI;SI;NO
417;IE 2077 SAN MARTIN DE PORRES;40122;41;SI;SI;NO
418;IE 2077 SAN MARTIN DE PORRES;40123;41;SI;SI;NO
419;IE 2077 SAN MARTIN DE PORRES;40124;41;SI;SI;NO
420;IE 2077 SAN MARTIN DE PORRES;40125;41;SI;NO;NO
421;IE 2077 SAN MARTIN DE PORRES;40126;41;SI;SI;NO
422;IE 2085 SAN AGUSTIN;40127;42;SI;SI;NO
423;IE 2085 SAN AGUSTIN;40128;42;SI;SI;NO
424;IE 2085 SAN AGUSTIN;40129;42;SI;SI;NO
425;IE 2085 SAN AGUSTIN;40130;42;SI;SI;NO
426;IE 2085 SAN AGUSTIN;40131;42;SI;SI;NO
427;IE 2085 SAN AGUSTIN;40132;42;SI;SI;NO
428;IE 2085 SAN AGUSTIN;40133;42;SI;SI;NO
429;IE 2085 SAN AGUSTIN;40134;42;SI;SI;NO
430;IE 2085 SAN AGUSTIN;40135;42;SI;SI;NO
431;IE 2085 SAN AGUSTIN;40136;42;SI;SI;NO
432;IE 2085 SAN AGUSTIN;40137;42;SI;SI;NO
433;IE 2085 SAN AGUSTIN;40138;42;SI;SI;NO
434;IE 2085 SAN AGUSTIN;40139;42;SI;SI;NO
435;IE 2085 SAN AGUSTIN;40140;42;SI;SI;NO
436;IE 2085 SAN AGUSTIN;40141;42;SI;SI;NO
437;IE 2085 SAN AGUSTIN;40142;42;SI;SI;NO
438;IE 2085 SAN AGUSTIN;40143;42;SI;SI;NO
439;IE 2085 SAN AGUSTIN;40144;42;SI;SI;NO
440;IE 2085 SAN AGUSTIN;40145;42;SI;SI;NO
441;IE 2085 SAN AGUSTIN;40146;42;SI;SI;NO
442;IE 2085 SAN AGUSTIN;40147;42;SI;SI;NO
443;IE 2085 SAN AGUSTIN;40148;42;SI;SI;SI
444;IE PERU HOLANDA;40149;43;SI;SI;NO
445;IE PERU HOLANDA;40150;43;SI;SI;NO
446;IE PERU HOLANDA;40151;43;SI;SI;SI
447;IE PERU HOLANDA;40152;43;SI;SI;SI
448;IE PERU HOLANDA;40153;43;SI;SI;NO
449;IE PERU HOLANDA;40154;43;SI;SI;NO
450;IE PERU HOLANDA;40155;43;SI;SI;NO
451;IE PERU HOLANDA;40156;43;SI;SI;NO
452;IE PERU HOLANDA;40157;43;SI;SI;NO
453;IE PERU HOLANDA;40158;43;SI;SI;NO
454;IE PERU HOLANDA;40159;43;NO;SI;NO
455;IE PERU HOLANDA;40160;43;NO;SI;NO
456;IE PERU HOLANDA;40161;43;SI;SI;NO
457;IE PERU HOLANDA;40162;43;SI;SI;NO
458;IE PERU HOLANDA;40163;43;SI;SI;NO
459;IE PERU HOLANDA;40164;43;SI;SI;NO
460;IE PERU HOLANDA;40165;43;SI;SI;NO
461;IE PERU HOLANDA;40166;43;SI;SI;NO
462;IE 2097;40173;44;SI;SI;NO
463;IE 2097;40174;44;SI;SI;NO
464;IE 2097;40175;44;SI;SI;NO
465;IE 2097;40176;44;SI;SI;NO
466;IE 2097;40177;44;SI;SI;NO
467;IE 2097;40178;44;SI;SI;NO
468;IE 2097;40179;44;SI;SI;NO
469;IE 2097;40180;44;SI;SI;NO
470;IE 2097;40181;44;SI;SI;NO
471;IE 2097;40182;44;SI;SI;NO
472;IE 2097;40183;44;SI;SI;NO
473;IE 2100 JUAN VELASCO ALVARADO;40184;45;SI;SI;NO
474;IE 2100 JUAN VELASCO ALVARADO;40185;45;SI;SI;NO
475;IE 2100 JUAN VELASCO ALVARADO;40186;45;SI;SI;NO
476;IE 2100 JUAN VELASCO ALVARADO;40187;45;SI;SI;NO
477;IE 2100 JUAN VELASCO ALVARADO;40188;45;SI;SI;NO
478;IE 2100 JUAN VELASCO ALVARADO;40189;45;SI;SI;NO
479;IE 2100 JUAN VELASCO ALVARADO;40190;45;SI;SI;NO
480;IE 2100 JUAN VELASCO ALVARADO;40191;45;SI;SI;NO
481;IE 2100 JUAN VELASCO ALVARADO;40192;45;SI;SI;NO
482;IE 2100 JUAN VELASCO ALVARADO;40193;45;SI;SI;NO
483;IE 2100 JUAN VELASCO ALVARADO;40194;45;SI;SI;NO
484;IE 2100 JUAN VELASCO ALVARADO;40195;45;SI;SI;NO
485;IE 2100 JUAN VELASCO ALVARADO;40196;45;SI;SI;NO
486;IE 2100 JUAN VELASCO ALVARADO;40197;45;SI;SI;SI
487;IE 2100 JUAN VELASCO ALVARADO;40198;45;SI;SI;NO
488;IE 2100 JUAN VELASCO ALVARADO;40199;45;SI;SI;NO
489;IE 2100 JUAN VELASCO ALVARADO;40200;45;SI;SI;NO
490;IE 2100 JUAN VELASCO ALVARADO;40201;45;SI;SI;NO
491;IE 2100 JUAN VELASCO ALVARADO;40202;45;SI;SI;NO
492;IE 2100 JUAN VELASCO ALVARADO;40203;45;SI;SI;NO
493;IE 2100 JUAN VELASCO ALVARADO;40204;45;SI;SI;NO
494;IE 3055 TUPAC AMARU;40223;46;SI;SI;NO
495;IE 3055 TUPAC AMARU;40224;46;SI;SI;NO
496;IE 3055 TUPAC AMARU;40225;46;SI;SI;NO
497;IE 3055 TUPAC AMARU;40226;46;SI;SI;NO
498;IE 3055 TUPAC AMARU;40227;46;SI;SI;SI
499;IE 3055 TUPAC AMARU;40228;46;SI;SI;SI
500;IE 3055 TUPAC AMARU;40229;46;NO;SI;NO
501;IE 3055 TUPAC AMARU;40230;46;SI;SI;NO
502;IE 3055 TUPAC AMARU;40231;46;SI;SI;NO
503;IE 3055 TUPAC AMARU;40232;46;SI;SI;NO
504;IE 3055 TUPAC AMARU;40233;46;SI;SI;NO
505;IE 3055 TUPAC AMARU;40234;46;SI;SI;NO
506;IE 3055 TUPAC AMARU;40235;46;SI;SI;NO
507;IE 3055 TUPAC AMARU;40236;46;SI;SI;SI
508;IE 3055 TUPAC AMARU;40237;46;SI;SI;NO
509;IE 3055 TUPAC AMARU;40238;46;SI;SI;NO
510;IE 3055 TUPAC AMARU;40239;46;SI;SI;NO
511;IE 3055 TUPAC AMARU;40240;46;SI;SI;NO
512;IE 3055 TUPAC AMARU;40241;46;SI;SI;NO
513;IE 3055 TUPAC AMARU;40242;46;SI;SI;NO
514;IE 3055 TUPAC AMARU;40243;46;SI;SI;NO
515;IE 3055 TUPAC AMARU;40244;46;SI;SI;NO
516;IE 3055 TUPAC AMARU;40245;46;SI;SI;NO
517;IE 3055 TUPAC AMARU;40246;46;SI;SI;NO
518;IE 3055 TUPAC AMARU;40247;46;SI;SI;NO
519;IE 3055 TUPAC AMARU;40248;46;SI;SI;NO
520;IE 3055 TUPAC AMARU;40249;46;SI;SI;NO
521;IE 3055 TUPAC AMARU;40250;46;SI;SI;NO
522;IE 3055 TUPAC AMARU;40251;46;SI;SI;SI
523;IE 3055 TUPAC AMARU;40252;46;SI;SI;SI
524;IE 3055 TUPAC AMARU;40253;46;SI;SI;NO
525;IE 3055 TUPAC AMARU;40254;46;SI;SI;NO
526;IE 3055 TUPAC AMARU;40255;46;SI;SI;NO
527;IE 3055 TUPAC AMARU;40256;46;SI;SI;NO
528;IE 3055 TUPAC AMARU;40257;46;SI;SI;NO
529;IE 3055 TUPAC AMARU;40258;46;SI;SI;NO
530;IE 3055 TUPAC AMARU;40259;46;SI;SI;NO
531;IE 3055 TUPAC AMARU;40260;46;SI;SI;NO
532;IE 3055 TUPAC AMARU;40261;46;SI;SI;NO
533;IE 3060 ALFONSO UGARTE VERNAL;40262;47;SI;SI;NO
534;IE 3060 ALFONSO UGARTE VERNAL;40263;47;SI;SI;NO
535;IE 3060 ALFONSO UGARTE VERNAL;40264;47;SI;SI;NO
536;IE 3060 ALFONSO UGARTE VERNAL;40265;47;SI;SI;NO
537;IE 3060 ALFONSO UGARTE VERNAL;40266;47;SI;SI;NO
538;IE 3060 ALFONSO UGARTE VERNAL;40267;47;SI;SI;NO
539;IE 3060 ALFONSO UGARTE VERNAL;40268;47;SI;SI;NO
540;IE 3060 ALFONSO UGARTE VERNAL;40269;47;SI;SI;NO
541;IE 3060 ALFONSO UGARTE VERNAL;40270;47;SI;SI;NO
542;IE 3060 ALFONSO UGARTE VERNAL;40271;47;SI;SI;NO
543;IE 3060 ALFONSO UGARTE VERNAL;40272;47;SI;SI;NO
544;IE 3060 ALFONSO UGARTE VERNAL;40273;47;SI;SI;NO
545;IE 3060 ALFONSO UGARTE VERNAL;40274;47;SI;SI;NO
546;IE 3061 JORGE CHAVEZ DARTNELL;40275;48;SI;SI;NO
547;IE 3061 JORGE CHAVEZ DARTNELL;40276;48;SI;SI;NO
548;IE 3061 JORGE CHAVEZ DARTNELL;40277;48;SI;SI;NO
549;IE 3061 JORGE CHAVEZ DARTNELL;40278;48;SI;SI;NO
550;IE 3061 JORGE CHAVEZ DARTNELL;40279;48;SI;SI;NO
551;IE 3061 JORGE CHAVEZ DARTNELL;40280;48;SI;SI;NO
552;IE 3061 JORGE CHAVEZ DARTNELL;40281;48;SI;SI;NO
553;IE 3061 JORGE CHAVEZ DARTNELL;40282;48;SI;SI;NO
554;IE 3062 SANTA ROSA;40283;49;SI;SI;NO
555;IE 3062 SANTA ROSA;40284;49;SI;SI;NO
556;IE 3062 SANTA ROSA;40285;49;SI;SI;NO
557;IE 3062 SANTA ROSA;40286;49;NO;SI;NO
558;IE 3062 SANTA ROSA;40287;49;NO;SI;NO
559;IE 3062 SANTA ROSA;40288;49;SI;SI;NO
560;IE 3062 SANTA ROSA;40289;49;SI;SI;NO
561;IE 3062 SANTA ROSA;40290;49;NO;SI;NO
562;IE 3062 SANTA ROSA;40291;49;SI;SI;NO
563;IE 3062 SANTA ROSA;40292;49;SI;SI;NO
564;IE 3062 SANTA ROSA;40293;49;SI;SI;NO
565;IE 3064;40294;50;SI;SI;NO
566;IE 3064;40295;50;SI;SI;NO
567;IE 3064;40296;50;SI;SI;NO
568;IE 3064;40297;50;SI;SI;NO
569;IE 3064;40298;50;SI;SI;NO
570;IE 3064;40299;50;SI;SI;NO
571;IE 3064;40300;50;SI;SI;NO
572;IE 3065 VIRGEN DEL CARMEN;40301;51;SI;SI;NO
573;IE 3065 VIRGEN DEL CARMEN;40302;51;SI;SI;NO
574;IE 3065 VIRGEN DEL CARMEN;40303;51;SI;SI;NO
575;IE 3065 VIRGEN DEL CARMEN;40304;51;SI;NO;NO
576;IE 3065 VIRGEN DEL CARMEN;40305;51;SI;SI;NO
577;IE 3065 VIRGEN DEL CARMEN;40306;51;SI;SI;NO
578;IE 3065 VIRGEN DEL CARMEN;40307;51;SI;SI;NO
579;IE 3065 VIRGEN DEL CARMEN;40308;51;SI;SI;NO
580;IE 3065 VIRGEN DEL CARMEN;40309;51;SI;SI;NO
581;IE 3065 VIRGEN DEL CARMEN;40310;51;SI;SI;NO
582;IE 3065 VIRGEN DEL CARMEN;40311;51;SI;SI;NO
583;IE 3065 VIRGEN DEL CARMEN;40312;51;SI;SI;NO
584;IE 3065 VIRGEN DEL CARMEN;40313;51;SI;SI;NO
585;IE 3065 VIRGEN DEL CARMEN;40314;51;SI;SI;NO
586;IE 3065 VIRGEN DEL CARMEN;40315;51;SI;NO;SI
587;IE 3066 SEÑOR DE LOS MILAGROS;40316;52;SI;SI;NO
588;IE 3066 SEÑOR DE LOS MILAGROS;40317;52;SI;SI;NO
589;IE 3066 SEÑOR DE LOS MILAGROS;40318;52;SI;SI;NO
590;IE 3066 SEÑOR DE LOS MILAGROS;40319;52;SI;SI;NO
591;IE 3066 SEÑOR DE LOS MILAGROS;40320;52;SI;SI;NO
592;IE 3066 SEÑOR DE LOS MILAGROS;40321;52;SI;SI;NO
593;IE 3066 SEÑOR DE LOS MILAGROS;40322;52;SI;NO;NO
594;IE 3066 SEÑOR DE LOS MILAGROS;40323;52;SI;SI;NO
595;IE 3066 SEÑOR DE LOS MILAGROS;40324;52;SI;SI;NO
596;IE 3066 SEÑOR DE LOS MILAGROS;40325;52;SI;SI;NO
597;IE 3066 SEÑOR DE LOS MILAGROS;40326;52;SI;SI;NO
598;IE 3077 EL ALAMO;40327;53;SI;SI;NO
599;IE 3077 EL ALAMO;40328;53;SI;SI;NO
600;IE 3077 EL ALAMO;40329;53;SI;SI;NO
601;IE 3077 EL ALAMO;40330;53;SI;SI;NO
602;IE 3077 EL ALAMO;40331;53;SI;SI;NO
603;IE 3082 SEÑOR DE LOS MILAGROS;40332;54;SI;SI;NO
604;IE 3082 SEÑOR DE LOS MILAGROS;40333;54;SI;SI;NO
605;IE 3082 SEÑOR DE LOS MILAGROS;40334;54;SI;SI;NO
606;IE 3082 SEÑOR DE LOS MILAGROS;40335;54;SI;NO;SI
607;IE 3082 SEÑOR DE LOS MILAGROS;40336;54;SI;SI;NO
608;IE 3082 SEÑOR DE LOS MILAGROS;40337;54;SI;SI;NO
609;IE 3082 SEÑOR DE LOS MILAGROS;40338;54;SI;SI;NO
610;IE 3082 SEÑOR DE LOS MILAGROS;40339;54;SI;NO;SI
611;IE 3082 SEÑOR DE LOS MILAGROS;40340;54;SI;SI;NO
612;IE 3096 FRANZ TAMAYO SOLARES;40341;55;SI;SI;NO
613;IE 3096 FRANZ TAMAYO SOLARES;40342;55;SI;SI;NO
614;IE 3096 FRANZ TAMAYO SOLARES;40343;55;SI;SI;NO
615;IE 3096 FRANZ TAMAYO SOLARES;40344;55;SI;SI;NO
616;IE 3096 FRANZ TAMAYO SOLARES;40345;55;SI;SI;SI
617;IE 3096 FRANZ TAMAYO SOLARES;40346;55;SI;SI;SI
618;IE 3096 FRANZ TAMAYO SOLARES;40347;55;SI;SI;NO
619;IE 3096 FRANZ TAMAYO SOLARES;40348;55;SI;SI;NO
620;IE 3096 FRANZ TAMAYO SOLARES;40349;55;SI;SI;NO
621;IE 3096 FRANZ TAMAYO SOLARES;40350;55;SI;SI;NO
622;IE 3096 FRANZ TAMAYO SOLARES;40351;55;SI;SI;NO
623;IE 3096 FRANZ TAMAYO SOLARES;40352;55;SI;SI;NO
624;IE 3096 FRANZ TAMAYO SOLARES;40353;55;SI;SI;NO
625;IE 3096 FRANZ TAMAYO SOLARES;40354;55;SI;SI;NO
626;IE 8157 REPUBLICA DE FRANCIA;40355;56;SI;SI;NO
627;IE 8157 REPUBLICA DE FRANCIA;40356;56;SI;SI;NO
628;IE 8157 REPUBLICA DE FRANCIA;40357;56;SI;SI;NO
629;IE 8157 REPUBLICA DE FRANCIA;40358;56;SI;SI;NO
630;IE 8157 REPUBLICA DE FRANCIA;40359;56;SI;SI;NO
631;IE 8160 LOS CHASQUIS;40360;57;SI;SI;NO
632;IE 8160 LOS CHASQUIS;40361;57;SI;SI;NO
633;IE 8160 LOS CHASQUIS;40362;57;SI;SI;NO
634;IE 8160 LOS CHASQUIS;40363;57;SI;SI;NO
635;IE 8160 LOS CHASQUIS;40364;57;SI;SI;NO
636;IE 8160 LOS CHASQUIS;40365;57;SI;SI;NO
637;IE 8160 LOS CHASQUIS;40366;57;SI;SI;NO
638;IE 8160 LOS CHASQUIS;40367;57;SI;SI;NO
639;IE 8160 LOS CHASQUIS;40368;57;SI;SI;NO
640;IE 8160 LOS CHASQUIS;40369;57;SI;SI;NO
641;IE 8160 LOS CHASQUIS;40370;57;SI;SI;NO
642;IE 8160 LOS CHASQUIS;40371;57;SI;SI;NO
643;IE 8160 LOS CHASQUIS;40372;57;SI;SI;NO
644;IE 8162;40373;58;SI;SI;NO
645;IE 8162;40374;58;SI;NO;NO
646;IE 8162;40375;58;SI;SI;NO
647;IE 8162;40376;58;SI;SI;NO
648;IE 8162;40377;58;SI;SI;NO
649;IE 8162;40378;58;SI;SI;NO
650;IE 8162;40379;58;SI;SI;NO
651;IE 8173 SANTA ISOLINA;40380;59;SI;SI;NO
652;IE 8173 SANTA ISOLINA;40381;59;SI;SI;NO
653;IE 8173 SANTA ISOLINA;40382;59;SI;SI;NO
654;IE 8173 SANTA ISOLINA;40383;59;SI;SI;NO
655;IE 8173 SANTA ISOLINA;40384;59;SI;SI;NO
656;IE 8173 SANTA ISOLINA;40385;59;SI;SI;NO
657;IE 8173 SANTA ISOLINA;40386;59;SI;SI;NO
658;IE 8173 SANTA ISOLINA;40387;59;SI;NO;NO
659;IE 8173 SANTA ISOLINA;40388;59;SI;SI;NO
660;IE 8173 SANTA ISOLINA;40389;59;SI;SI;NO
661;IE EMBLEMATICA CARLOS WIESSE;40213;60;SI;SI;NO
662;IE EMBLEMATICA CARLOS WIESSE;40214;60;SI;SI;NO
663;IE EMBLEMATICA CARLOS WIESSE;40215;60;SI;SI;NO
664;IE EMBLEMATICA CARLOS WIESSE;40216;60;SI;SI;NO
665;IE EMBLEMATICA CARLOS WIESSE;40217;60;SI;SI;NO
666;IE EMBLEMATICA CARLOS WIESSE;40218;60;SI;SI;NO
667;IE EMBLEMATICA CARLOS WIESSE;40219;60;SI;SI;NO
668;IE EMBLEMATICA CARLOS WIESSE;40220;60;SI;SI;NO
669;IE EMBLEMATICA CARLOS WIESSE;40221;60;SI;SI;NO
670;IE EMBLEMATICA CARLOS WIESSE;40222;60;SI;SI;SI
671;IE EMBLEMATICA CARLOS WIESSE;40390;60;SI;SI;NO
672;IE EMBLEMATICA CARLOS WIESSE;40391;60;SI;SI;NO
673;IE EMBLEMATICA CARLOS WIESSE;40392;60;SI;SI;NO
674;IE EMBLEMATICA CARLOS WIESSE;40393;60;SI;SI;NO
675;IE EMBLEMATICA CARLOS WIESSE;40394;60;SI;SI;SI
676;IE EL AMAUTA;40395;61;SI;SI;NO
677;IE EL AMAUTA;40396;61;SI;SI;NO
678;IE EL AMAUTA;40397;61;SI;SI;NO
679;IE EL AMAUTA;40398;61;SI;SI;NO
680;IE EL AMAUTA;40399;61;SI;SI;NO
681;IE EL AMAUTA;40400;61;SI;SI;NO
682;IE EL AMAUTA;40401;61;SI;SI;NO
683;CEBE LUIS BRAILE;40402;62;SI;SI;NO
684;CEBE LUIS BRAILE;40403;62;SI;SI;NO
685;CEBE LUIS BRAILE;40404;62;SI;SI;NO
686;CEBE LUIS BRAILE;40405;62;SI;SI;NO
687;CEBE LUIS BRAILE;40406;62;SI;NO;SI
688;CEBE LUIS BRAILE;40565;62;SI;SI;NO
689;CEBE LUIS BRAILE;40566;62;SI;SI;NO
690;CEBE LUIS BRAILE;40567;62;SI;SI;NO
691;CEBE LUIS BRAILE;40568;62;SI;NO;SI
692;CEBE LUIS BRAILE;40569;62;SI;SI;NO
693;CEBE LUIS BRAILE;40570;62;SI;SI;NO
694;CEBE LUIS BRAILE;40571;62;SI;SI;NO
695;IE ESTHER FESTINI DE RAMOS OCAMPO;40407;63;SI;SI;NO
696;IE ESTHER FESTINI DE RAMOS OCAMPO;40408;63;SI;SI;NO
697;IE ESTHER FESTINI DE RAMOS OCAMPO;40409;63;SI;SI;NO
698;IE ESTHER FESTINI DE RAMOS OCAMPO;40410;63;SI;SI;NO
699;IE ESTHER FESTINI DE RAMOS OCAMPO;40411;63;SI;SI;NO
700;IE ESTHER FESTINI DE RAMOS OCAMPO;40412;63;SI;SI;NO
701;IE ESTHER FESTINI DE RAMOS OCAMPO;40413;63;SI;SI;NO
702;IE ESTHER FESTINI DE RAMOS OCAMPO;40414;63;SI;SI;NO
703;IE ESTHER FESTINI DE RAMOS OCAMPO;40415;63;SI;SI;NO
704;IE ESTHER FESTINI DE RAMOS OCAMPO;40416;63;SI;SI;NO
705;IE FE Y ALEGRIA 10;40417;64;SI;SI;NO
706;IE FE Y ALEGRIA 10;40418;64;SI;SI;NO
707;IE FE Y ALEGRIA 10;40419;64;SI;SI;NO
708;IE FE Y ALEGRIA 10;40420;64;SI;SI;SI
709;IE FE Y ALEGRIA 10;40421;64;SI;SI;NO
710;IE FE Y ALEGRIA 10;40422;64;SI;SI;NO
711;IE FE Y ALEGRIA 10;40423;64;SI;SI;NO
712;IE FE Y ALEGRIA 10;40424;64;SI;SI;NO
713;IE FE Y ALEGRIA 10;40425;64;SI;SI;NO
714;IE FE Y ALEGRIA 10;40426;64;SI;SI;NO
715;IE FE Y ALEGRIA 10;40427;64;SI;SI;SI
716;IE FE Y ALEGRIA 10;40428;64;SI;SI;NO
717;IE FE Y ALEGRIA 10;40429;64;SI;SI;NO
718;IE FE Y ALEGRIA 13;40430;65;SI;NO;NO
719;IE FE Y ALEGRIA 13;40431;65;SI;SI;NO
720;IE FE Y ALEGRIA 13;40432;65;SI;SI;NO
721;IE FE Y ALEGRIA 13;40433;65;SI;SI;NO
722;IE FE Y ALEGRIA 13;40434;65;SI;SI;NO
723;IE FE Y ALEGRIA 13;40435;65;SI;SI;NO
724;IE FE Y ALEGRIA 13;40436;65;SI;SI;NO
725;IE FE Y ALEGRIA 13;40437;65;SI;SI;NO
726;IE FE Y ALEGRIA 13;40438;65;SI;SI;NO
727;IE FE Y ALEGRIA 13;40439;65;SI;SI;NO
728;IE FE Y ALEGRIA 13;40440;65;SI;SI;NO
729;IE FE Y ALEGRIA 13;40441;65;SI;SI;NO
730;IE FE Y ALEGRIA 13;40442;65;SI;SI;SI
731;IE FE Y ALEGRIA 13;40443;65;SI;SI;NO
732;IE FE Y ALEGRIA 13;40444;65;SI;SI;NO
733;IE FE Y ALEGRIA 13;40445;65;SI;SI;NO
734;IE FE Y ALEGRIA 8;40446;66;SI;SI;NO
735;IE FE Y ALEGRIA 8;40447;66;SI;SI;NO
736;IE FE Y ALEGRIA 8;40448;66;SI;SI;NO
737;IE FE Y ALEGRIA 8;40449;66;SI;SI;NO
738;IE FE Y ALEGRIA 8;40450;66;SI;SI;NO
739;IE FE Y ALEGRIA 8;40451;66;SI;SI;NO
740;IE FE Y ALEGRIA 8;40452;66;SI;SI;NO
741;IE FE Y ALEGRIA 8;40453;66;SI;SI;NO
742;IE FE Y ALEGRIA 8;40454;66;SI;SI;NO
743;IE FE Y ALEGRIA 8;40455;66;SI;SI;NO
744;IE FE Y ALEGRIA 8;40456;66;SI;SI;NO
745;IE FE Y ALEGRIA 8;40457;66;SI;SI;NO
746;IE JOSE MARTI;40458;67;SI;SI;NO
747;IE JOSE MARTI;40459;67;SI;SI;NO
748;IE JOSE MARTI;40460;67;SI;SI;NO
749;IE JOSE MARTI;40461;67;SI;SI;NO
750;IE JOSE MARTI;40462;67;SI;SI;NO
751;IE JOSE MARTI;40463;67;SI;SI;NO
752;IE JOSE MARTI;40464;67;SI;SI;NO
753;IE JOSE MARTI;40465;67;SI;SI;NO
754;IE JUAN PABLO VIZCARDO Y GUZMAN;40466;68;SI;SI;NO
755;IE JUAN PABLO VIZCARDO Y GUZMAN;40467;68;SI;SI;NO
756;IE JUAN PABLO VIZCARDO Y GUZMAN;40468;68;SI;SI;NO
757;IE JUAN PABLO VIZCARDO Y GUZMAN;40469;68;SI;SI;NO
758;IE JUAN PABLO VIZCARDO Y GUZMAN;40470;68;SI;SI;NO
759;IE JUAN PABLO VIZCARDO Y GUZMAN;40471;68;SI;SI;NO
760;IE JUAN PABLO VIZCARDO Y GUZMAN;40472;68;SI;SI;NO
761;IE JUAN PABLO VIZCARDO Y GUZMAN;40473;68;SI;SI;NO
762;IE JUAN PABLO VIZCARDO Y GUZMAN;40474;68;SI;NO;SI
763;IE JUAN PABLO VIZCARDO Y GUZMAN;40475;68;SI;SI;NO
764;IE JUAN PABLO VIZCARDO Y GUZMAN;40476;68;SI;SI;NO
765;IE MARISCAL ANDRES AVELINO CACERES DORREGARAY;40167;69;SI;SI;NO
766;IE MARISCAL ANDRES AVELINO CACERES DORREGARAY;40168;69;SI;SI;NO
767;IE MARISCAL ANDRES AVELINO CACERES DORREGARAY;40169;69;SI;SI;NO
768;IE MARISCAL ANDRES AVELINO CACERES DORREGARAY;40170;69;SI;SI;NO
769;IE MARISCAL ANDRES AVELINO CACERES DORREGARAY;40171;69;SI;SI;NO
770;IE MARISCAL ANDRES AVELINO CACERES DORREGARAY;40172;69;SI;SI;NO
771;IE MARISCAL ANDRES AVELINO CACERES DORREGARAY;40477;69;SI;SI;NO
772;IE MARISCAL ANDRES AVELINO CACERES DORREGARAY;40478;69;SI;SI;NO
